PSRJ,P0,P1
J1909+1102,0.283642112,2.64E-15
J1909+1148,0.448945467,7.25E-17
J1909+1205,1.229312421,3.40E-15
J1909+1450,0.996107795,2.19E-16
J1909+1859,0.542451096,9.70E-17
J1909-3744,0.002947108,1.40E-20
J1910+0225,0.337854845,2.62E-16
J1910+0358,2.330262821,4.47E-15
J1910+0435,0.664679416,1.72E-14
J1910+0517,0.308047947,7.30E-16
J1910+0534,0.452867354,1.92E-15
J1910+0710,0.538646788,2.05E-16
J1910+0714,2.712422838,6.12E-15
J1910+0728,0.325415322,8.31E-15
J1910+1017,0.411158866,5.42E-15
J1910+1026,0.531493034,2.57E-13
J1910+1231,1.441741593,8.23E-15
J1910+1256,0.004983584,9.68E-21
J1910-0112,1.360602928,1.78E-16
J1910-0309,0.504606055,2.19E-15
J1910-0556,0.557609248,5.96E-16
J1910-5959A,0.003266187,2.95E-21
J1910-5959B,0.008357799,-7.90E-19
J1910-5959C,0.005277327,2.16E-21
J1910-5959D,0.009035285,9.64E-19
J1910-5959E,0.004571766,-4.34E-19
J1910-5959F,0.008485494,7.41E-19
J1911+0101A,0.003618524,-6.58E-21
J1911+0101B,0.005384326,-2.00E-21
J1911+0921,0.273706758,1.75E-17
J1911+0925,0.323857547,3.55E-15
J1911+1051,0.190872845,1.22E-14
J1911+1301,1.010461733,1.89E-15
J1911+1336,0.299992041,1.59E-16
J1911+1347,0.004625962,1.69E-20
J1911+1758,0.460405819,1.31E-17
J1911-1114,0.003625746,1.40E-20
J1912+1036,0.409349486,1.58E-14
J1912+2104,2.232969028,1.02E-14
J1912+2525,0.621976245,2.25E-16
J1913+0446,1.616129872,2.79E-13
J1913+0523,0.661997424,1.80E-15
J1913+0618,0.005026861,9.61E-21
J1913+0657,1.257181104,2.83E-15
J1913+0832,0.134409004,4.57E-15
J1913+0904,0.163245786,1.76E-14
J1913+0936,1.241964599,4.32E-16
J1913+1000,0.837148196,1.67E-14
J1913+1011,0.035908613,3.37E-15
J1913+1050,0.190067108,1.95E-16
J1913+1102,0.027285007,1.61E-19
J1913+11025,0.923871918,3.40E-16
J1913+1145,0.306068645,5.02E-15
J1913+1330,0.923391387,8.68E-15
J1913+1400,0.521472714,8.04E-16
J1913+3732,0.851078949,1.38E-15
J1913-0440,0.825935803,4.07E-15
J1914+0219,0.457526574,1.02E-15
J1914+0625,0.878889431,4.53E-16
J1914+0631,0.693811206,3.32E-17
J1914+0659,0.018511823,3.10E-20
J1914+0805,0.45549939,3.02E-17
J1914+0838,0.440039883,5.86E-16
J1914+1122,0.600997496,6.56E-16
J1914+1428,1.159519785,2.18E-15
J1915+0227,0.317306233,2.99E-16
J1915+0639,0.644140153,1.84E-15
J1915+0738,1.542704449,3.31E-15
J1915+0752,2.058313789,1.39E-16
J1915+0838,0.342776797,1.57E-15
J1915+1009,0.404551767,1.53E-14
J1915+1145,0.173647196,1.53E-17
J1915+1150,0.100040955,1.37E-14
J1915+1410,0.297494122,4.89E-17
J1915+1606,0.059030003,8.62E-18
J1915+1647,1.616231495,4.05E-16
J1916+0748,0.541752114,1.07E-14
J1916+0844,0.439995272,2.90E-15
J1916+0852,2.18274599,1.31E-14
J1916+0951,0.27025444,2.52E-15
J1916+1023,1.618338921,6.81E-16
J1916+1030,0.628969721,3.40E-17
J1916+1225,0.227387489,2.35E-14
J1916+1312,0.281844951,3.66E-15
J1916+3224,1.137449726,3.47E-15
J1916-2939,1.248616964,1.24E-15
J1917+0834,2.129665364,1.75E-14
J1917+1353,0.194630983,7.20E-15
J1917+1737,0.334725227,3.24E-16
J1917+2224,0.425897254,2.86E-15
J1918+1311,0.856748868,2.26E-15
J1918+1444,1.181023297,2.12E-13
J1918+1541,0.370882999,2.54E-15
J1918-0642,0.007645873,2.57E-20
J1918-1052,0.798692542,8.65E-16
J1919+0021,1.272260375,7.67E-15
J1919+0134,1.603983555,5.89E-16
J1919+1314,0.571399861,3.79E-15
J1919+1645,0.562789987,2.16E-16
J1919+1745,2.08134346,1.71E-15
J1919+2621,0.651512094,5.46E-16
J1920+1040,2.215801739,6.48E-15
J1920+1110,0.50988582,1.56E-16
J1920+2650,0.78552185,3.44E-17
J1920-0950,1.037824001,3.93E-16
J1921+0137,0.002496372,1.94E-20
J1921+0812,0.210648412,5.36E-15
J1921+0921,0.562302288,9.58E-15
J1921+1419,0.618182591,5.60E-15
J1921+1544,0.143575681,9.80E-16
J1921+1630,0.936448008,2.23E-14
J1921+1929,0.002646341,3.82E-20
J1921+1948,0.821035081,8.96E-16
J1921+2003,0.760681389,5.00E-17
J1921+2153,1.33730216,1.35E-15
J1921-0510,0.79425388,6.02E-16
J1922+1131,0.56207429,2.57E-17
J1922+1733,0.236170877,1.34E-14
J1922+2018,1.172763402,6.49E-16
J1922+2110,1.077924343,8.18E-15
J1923+1706,0.547209202,4.30E-17
J1923+2515,0.003788156,9.56E-21
J1923+4243,0.595192859,2.53E-15
J1923-0408,1.149269371,6.80E-17
J1924+1628,0.375082251,3.21E-16
J1924+1631,2.935186459,3.64E-13
J1924+1639,0.158042918,2.56E-15
J1924+1713,0.758433236,1.13E-16
J1924+1917,1.277941625,1.99E-16
J1924+2040,0.237790138,2.09E-15
J1925+1720,0.075658988,1.05E-14
J1926+0431,1.074080076,2.46E-15
J1926+0737,0.318062051,3.75E-16
J1926+1434,1.324921971,2.19E-16
J1926+1614,0.308305907,3.35E-17
J1926+1648,0.579822815,1.80E-14
J1926+1928,1.346012185,1.43E-15
J1926+2016,0.299071778,3.50E-15
J1926-0652,1.608816303,3.91E-16
J1926-1314,4.8642838,3.64E-14
J1927+0911,0.290305256,6.35E-17
J1927+1852,0.482766274,1.16E-16
J1927+1856,0.298313497,2.24E-15
J1927+2234,1.431066414,7.71E-16
J1928+1245,0.003021606,1.68E-20
J1928+1443,1.010738953,2.10E-16
J1928+1746,0.068730406,1.32E-14
J1928+1923,0.817329808,6.35E-15
J1928-0108,2.365714025,2.80E-15
J1929+1357,0.866926671,3.66E-15
J1929+1844,1.220470005,2.36E-15
J1929+1955,0.25783194,2.56E-15
J1929+2121,0.723598503,2.14E-15
J1929+3817,0.814215242,6.10E-16
J1930+1316,0.760031968,3.66E-15
J1930+1408,0.425720327,1.90E-18
J1930+1722,1.609706338,8.81E-16
J1930+1852,0.136855047,7.51E-13
J1930+2441,0.005767407,8.65E-21
J1930-1852,0.18552016,1.80E-17
J1931+1439,1.779225575,6.33E-15
J1931+1536,0.314355396,5.01E-15
J1931+1817,0.23413144,1.07E-13
J1931+1952,0.501123113,1.01E-16
J1931-0144,0.59366136,2.93E-17
J1932+1059,0.226518747,1.16E-15
J1932+1500,1.864331867,4.59E-16
J1932+1756,0.041831288,4.32E-19
J1932+1916,0.208214904,9.32E-14
J1932+2020,0.268217403,4.22E-15
J1932+2220,0.144469765,5.76E-14
J1932-3655,0.571420529,2.86E-16
J1933+0758,0.437454407,2.18E-16
J1933+1304,0.928323751,3.18E-16
J1933+1726,0.021507234,4.90E-20
J1933+2421,0.813690303,8.11E-15
J1933+5335,2.05257449,1.26E-15
J1933-6211,0.003543431,3.87E-21
J1934+1926,0.230984426,2.68E-18
J1934+2352,0.178431524,1.31E-13
J1934+5219,0.568442283,8.40E-17
J1935+1159,1.93975818,9.48E-16
J1935+1616,0.358738411,6.00E-15
J1935+1745,0.654408147,3.78E-16
J1935+1829,0.84354791,2.32E-15
J1935+2025,0.080118133,6.08E-14
J1936+1536,0.96733837,4.04E-15
J1936+2042,1.390723423,4.94E-14
J1937+1505,2.872773651,5.61E-15
J1937+1658,0.003957668,1.32E-20
J1937+2544,0.200980202,6.43E-16
J1937+2950,1.657428783,3.48E-15
J1938+0650,1.121561892,5.68E-15
J1938+2010,0.687081857,3.40E-15
J1938+2012,0.002634135,7.50E-22
J1938+2213,0.166115573,4.24E-14
J1938+2659,0.883331781,3.23E-15
J1938+6604,0.022258801,1.95E-20
J1939+2134,0.001557807,1.05E-19
J1939+2449,0.645302469,1.83E-14
J1939+2609,0.466962555,5.20E-18
J1940+2245,0.258911997,1.27E-14
J1940+2337,0.546824158,7.68E-14
J1940-0902,0.978468138,1.88E-15
J1941+0121,0.217317452,1.91E-16
J1941+1026,0.905393888,9.96E-16
J1941+1341,0.559084099,1.24E-15
J1941+2525,2.306152697,1.61E-13
J1941+4320,0.840906468,1.15E-15
J1941-2602,0.402857909,9.56E-16
J1942+1743,0.696262215,1.01E-16
J1942+3941,1.353290955,7.14E-17
J1942+8106,0.203558453,3.69E-17
J1942-2019,0.275132724,1.23E-17
J1943+0609,0.446226282,4.66E-16
J1943+2210,0.005084174,8.79E-21
J1943-1237,0.972428851,1.66E-15
J1944+0907,0.005185202,1.73E-20
J1944+1755,1.996899014,7.30E-16
J1944+2236,0.003617993,7.46E-21
J1944-1750,0.841157774,9.86E-16
J1945+1211,4.756796379,3.78E-15
J1945+1834,1.068707691,2.42E-16
J1945-0040,1.045632445,5.35E-16
J1946+1805,0.440618477,2.41E-17
J1946+2052,0.016960175,9.20E-19
J1946+2244,1.334449858,8.89E-16
J1946+2535,0.515167051,5.64E-15
J1946+2611,0.435060255,2.20E-14
J1946+3417,0.003170139,3.16E-21
J1946-1312,0.491865489,1.99E-15
J1946-2913,0.959447932,1.49E-15
J1947+0915,1.480743824,4.78E-16
J1947+1957,0.157508543,5.23E-16
J1948+1808,0.394354427,2.27E-16
J1948+2333,0.528352163,1.36E-14
J1948+2551,0.196626814,9.02E-15
J1948+2819,0.932692953,6.13E-14
J1948+3540,0.717311174,7.06E-15
J1949+2306,1.319373385,1.23E-16
J1949+3106,0.013138183,9.39E-20
J1949+3426,0.388539168,2.02E-16
J1949-2524,0.95761663,3.27E-15
J1950+2414,0.004304775,1.88E-20
J1950+3001,2.788917894,1.49E-13
J1951+1123,5.094083028,3.03E-15
J1951+4724,0.181927599,3.01E-14
J1952+1410,0.275025683,1.28E-16
J1952+2513,1.077647295,1.06E-15
J1952+2630,0.020732361,4.27E-18
J1952+3021,1.665665231,1.08E-14
J1952+3252,0.039531193,5.84E-15
J1953+1149,0.851890277,2.87E-15
J1953+2732,1.333964994,1.77E-15
J1953+2819,1.011002453,2.14E-15
J1954+1021,2.09944017,1.74E-15
J1954+2407,0.193404571,1.06E-15
J1954+2529,0.931210095,1.26E-15
J1954+2836,0.092709055,2.12E-14
J1954+2923,0.426676787,1.71E-18
J1954+3852,0.352933479,6.60E-15
J1954+4357,1.38704116,2.20E-15
J1955+2527,0.004872766,9.12E-21
J1955+2908,0.006133167,2.97E-20
J1955+2930,1.073877742,3.36E-15
J1955+5059,0.518937987,1.37E-15
J1955+6708,0.008565406,1.26E-20
J1956+0838,0.303910924,2.20E-16
J1957+2516,0.003961655,2.74E-20
J1957+2831,0.307682865,3.11E-15
J1957+5033,0.374806224,7.08E-15
J1957-0002,0.965095966,8.05E-16
J1958+2846,0.290389245,2.12E-13
J1958+3033,1.098580609,6.46E-15
J1959+2048,0.001607402,1.69E-20
J1959+3620,0.406081181,3.60E-17
J2000+2920,3.073783259,3.74E-14
J2001+4258,0.719166138,1.73E-14
J2001-0349,1.344724016,1.12E-16
J2002+1637,0.276497484,2.25E-16
J2002+3217,0.69676051,1.05E-13
J2002+4050,0.90506682,1.74E-15
J2003+2916,1.00987667,3.41E-16
J2004+2653,0.66587862,5.67E-17
J2004+3137,2.111264734,7.46E-14
J2004+3429,0.240952642,2.07E-13
J2005+3547,0.615033895,2.81E-16
J2005+3552,0.307942905,2.99E-15
J2005-0020,2.279661059,2.57E-14
J2006+0148,0.002163557,3.30E-21
J2006+3102,0.163695236,2.49E-14
J2006+4058,0.499694912,2.84E-16
J2006-0807,0.580871337,4.60E-17
J2007+0809,0.325724366,1.37E-16
J2007+0910,0.458734826,3.32E-16
J2007+2722,0.024497389,9.61E-19
J2007+3120,0.608205315,1.56E-14
J2008+2513,0.589195503,5.40E-15
J2008+3139,0.226118636,8.28E-17
J2009+3326,1.438368602,1.47E-15
J2010+2845,0.565369345,9.07E-17
J2010+3051,0.004816275,4.87E-21
J2010+3230,1.442447521,3.62E-15
J2010-1323,0.005223271,4.83E-21
J2011+3331,0.931733093,1.79E-15
J2012-2029,0.544001871,5.48E-16
J2013+3058,0.276027693,1.52E-16
J2013+3845,0.230193614,8.85E-15
J2013-0649,0.580187269,6.01E-16
J2015+2524,2.303299082,5.10E-16
J2016+1948,0.064940388,4.01E-19
J2017+0603,0.002896216,7.99E-21
J2017+2043,0.537143086,9.96E-16
J2017+3625,0.166749179,1.36E-15
J2017+5906,0.403478335,2.22E-16
J2017-1614,0.002314287,2.45E-21
J2018+2839,0.55795348,1.48E-16
J2018+3431,0.387664087,1.84E-15
J2019+2425,0.003934524,7.02E-21
J2021+3651,0.103740952,9.57E-14
J2021+4026,0.265317661,5.47E-14
J2022+2854,0.343402158,1.89E-15
J2022+3842,0.04857878,8.61E-14
J2022+5154,0.529196918,3.06E-15
J2023+5037,0.372619055,2.51E-15
J2027+2146,0.398173022,2.03E-16
J2027+4557,1.099651368,3.09E-16
J2027+7502,0.515218649,8.89E-16
J2028+3332,0.176707415,4.86E-15
J2029+3744,1.216804658,1.23E-14
J2030+2228,0.630512647,8.85E-16
J2030+3641,0.200128588,6.50E-15
J2030+4415,0.227070177,6.48E-15
J2032+4127,0.143246466,1.13E-14
J2033+0042,5.013400111,9.69E-15
J2033+1734,0.005948958,1.11E-20
J2033-1938,1.281719024,4.55E-16
J2034+3632,0.003650301,1.72E-21
J2036+2835,1.358726763,2.09E-15
J2036+6646,0.501927178,9.40E-16
J2037+1942,2.074377078,2.04E-15
J2037+3621,0.618715084,4.50E-15
J2038+5319,1.424568215,9.44E-16
J2038-3816,1.577289085,4.16E-15
J2039-3616,0.00327,8.43E-21
J2039-5617,0.002650907,1.42E-20
J2040+1657,0.865606225,5.95E-16
J2042+0246,0.004533727,1.40E-20
J2043+1711,0.002379879,5.24E-21
J2043+2740,0.096130563,1.27E-15
J2044+4614,1.392715464,6.30E-16
J2045+0912,0.395555112,1.95E-16
J2045+3633,0.031681843,5.88E-19
J2046+1540,1.138285683,1.82E-16
J2046+5708,0.476734842,1.11E-14
J2046-0421,1.546938117,1.47E-15
J2047+1053,0.00429,2.10E-20
J2047+5029,0.445944557,4.18E-15
J2048+2255,0.283900964,1.52E-17
J2048+4951,0.568301008,5.29E-15
J2048-1616,1.961572304,1.10E-14
J2050+1259,1.221019982,5.04E-16
J2051+1248,0.553167453,1.90E-17
J2051-0827,0.004508642,1.27E-20
J2052+1219,0.001985256,6.70E-21
J2053+1718,0.119267758,2.86E-19
J2053+4650,0.012586275,1.72E-19
J2053+4718,4.910379078,1.48E-14
J2053-7200,0.341336406,1.98E-16
J2055+15,0.00216,2.02E-20
J2055+2209,0.815181103,1.34E-15
J2055+2539,0.319561175,4.08E-15
J2055+3630,0.221507638,3.69E-16
J2055+3829,0.00208929,1.00E-21
J2105+6223,2.304878838,5.22E-15
J2108+4441,0.414870537,8.62E-17
J2108-3429,1.423101838,3.50E-15
J2111+2106,3.95385296,3.24E-15
J2111+4606,0.157829925,1.43E-13
J2112+4058,4.060754812,6.99E-15
J2113+2754,1.202851754,2.62E-15
J2113+4644,1.014684793,7.15E-16
J2115+5448,0.002602877,7.49E-20
J2116+1414,0.440153067,2.89E-16
J2122+2426,0.541421159,1.27E-16
J2123+5434,0.138868073,1.74E-19
J2124+1407,0.694053479,7.68E-16
J2124-3358,0.004931115,2.06E-20
J2127-6648,0.325771287,2.26E-16
J2129+1210A,0.110664704,-2.10E-17
J2129+1210B,0.056133036,9.54E-18
J2129+1210C,0.030529296,4.99E-18
J2129+1210D,0.004802804,-1.08E-18
J2129+1210E,0.004651435,1.78E-19
J2129+1210F,0.004027043,3.20E-20
J2129+1210G,0.037660167,2.00E-18
J2129+1210H,0.006743394,2.40E-20
J2129+4119,1.687418295,8.54E-17
J2129-5721,0.003726348,2.09E-20
J2136-1606,1.2272354,1.60E-17
J2136-5046,0.267322318,8.69E-17
J2137+6428,1.750989163,3.43E-15
J2139+2242,1.083513514,1.42E-15
J2139+4716,0.282849345,1.79E-15
J2140-2310A,0.011019329,-5.18E-20
J2143+0654,9.428228878,4.09E-14
J2144-3933,8.509827491,4.96E-16
J2144-5237,0.005041454,8.90E-21
J2145-0750,0.016052424,2.98E-20
J2149+6329,0.380140345,1.68E-16
J2150+5247,0.332205672,1.01E-14
J2151+2315,0.593533613,7.08E-16
J2154-2812,1.343361488,6.13E-16
J2155+2813,1.609019996,9.16E-16
J2155-3118,1.030002112,1.24E-15
J2155-5641,1.373654387,4.23E-15
J2156+2618,0.498149073,1.42E-17
J2157+4017,1.525265634,3.43E-15
J2204+2700,0.084702615,1.31E-19
J2205+1444,0.938014228,9.00E-16
J2205+6012,0.002415548,1.98E-20
J2206+6151,0.32267355,3.97E-16
J2208+4056,0.636957394,5.28E-15
J2208+5500,0.933162514,6.99E-15
J2212+2933,1.004592529,4.95E-16
J2214+3000,0.003119227,1.47E-20
J2215+1538,0.374195893,2.37E-15
J2215+5135,0.00260962,3.34E-20
J2216+5759,0.419102265,6.90E-14
J2217+5733,1.056844369,6.47E-16
J2219+4754,0.538468822,2.77E-15
J2222+2923,0.281399143,6.17E-18
J2222-0137,0.032817859,5.80E-19
J2225+6535,0.682542497,9.66E-15
J2228+6447,1.892981804,6.70E-16
J2229+2643,0.002977819,1.52E-21
J2229+6114,0.051623574,7.83E-14
J2229+6205,0.443054561,2.26E-15
J2234+0611,0.003576582,1.20E-20
J2234+0944,0.003627028,2.01E-20
J2234+2114,1.358745313,2.22E-16
J2235+1506,0.059767358,1.58E-19
J2236-5527,0.006907549,9.60E-21
J2238+5903,0.162733853,9.70E-14
J2240+5832,0.139934511,1.54E-14
J2241+6941,0.855401266,2.69E-15
J2241-5236,0.0021867,6.90E-21
J2242+6950,1.664500786,4.82E-15
J2243+1518,0.596799464,1.13E-16
J2248-0101,0.477233119,6.59E-16
J2251-3711,12.12256493,1.31E-14
J2253+1516,0.79223592,6.65E-17
J2256-1024,0.002294532,1.14E-20
J2257+5909,0.368246454,5.75E-15
J2301+5852,6.97907097,4.71E-13
J2302+4442,0.005192325,1.39E-20
J2302+6028,1.206404288,2.04E-15
J2305+3100,1.575886338,2.89E-15
J2305+4707,1.066371072,5.69E-16
J2307+2225,0.535828895,8.70E-18
J2308+5547,0.475067675,1.99E-16
J2310+6706,1.944788973,7.56E-17
J2310-0555,0.002612587,4.96E-21
J2312+6931,0.813374778,6.28E-16
J2313+4253,0.349433682,1.12E-16
J2317+1439,0.003445251,2.43E-21
J2317+2149,1.444653102,1.05E-15
J2319+6411,0.216018279,1.63E-16
J2321+6024,2.256488427,7.04E-15
J2322+2057,0.004808428,9.66E-21
J2322-2650,0.003463099,5.83E-22
J2323+1214,3.759491487,1.85E-15
J2324-6054,2.347488363,2.58E-15
J2325+6316,1.436309536,2.83E-15
J2325-0530,0.868735115,1.03E-15
J2326+6113,0.233651969,3.53E-16
J2329+4743,0.728408609,1.60E-17
J2330-2005,1.643622185,4.63E-15
J2333+6145,0.756899382,1.18E-15
J2337+6151,0.495369868,1.93E-13
J2338+4818,0.118710251,1.97E-18
J2339-0533,0.002884227,1.41E-20
J2346-0609,1.181463383,1.36E-15
J2351+8533,1.011727191,8.80E-16
J2354+6155,0.944783887,1.63E-14
J2355+2246,1.840985907,3.78E-15
