PSRJ,P0,P1
J1423-6953,0.33341071,1.45E-15
J1424-5556,0.770374846,7.80E-16
J1424-5822,0.366736188,3.94E-15
J1424-6438,1.023503699,2.40E-16
J1425-5723,0.35326292,2.20E-17
J1425-5759,0.707867606,7.42E-16
J1425-6210,0.50173031,4.78E-16
J1427-4158,0.586485556,6.21E-16
J1428-5530,0.57029241,2.09E-15
J1429-5911,0.11584261,3.05E-14
J1429-5935,0.763914831,4.28E-14
J1430-5712,0.491518804,4.69E-14
J1430-6623,0.785443345,2.78E-15
J1431-4715,0.002011953,1.41E-20
J1431-5740,0.004110544,6.42E-21
J1432-5032,2.034989479,5.92E-15
J1433-6038,1.954429635,5.63E-15
J1434+7257,0.041741148,5.50E-19
J1434-5943,1.072121212,2.96E-17
J1434-6006,0.306367863,3.02E-15
J1434-6029,0.963348323,1.03E-15
J1435-5954,0.472996377,1.55E-15
J1435-6100,0.009347972,2.45E-20
J1437-5959,0.061696123,8.59E-15
J1437-6146,0.467616323,6.33E-15
J1439-5501,0.028634888,1.42E-19
J1440-6344,0.459606724,1.12E-15
J1441-6137,1.175840023,3.60E-16
J1443-5122,0.732061265,3.38E-16
J1444-5941,2.760227945,8.23E-15
J1444-6026,4.758575568,1.85E-14
J1446-4701,0.002194696,9.81E-21
J1447-5757,0.158730159,1.17E-14
J1449-5846,0.463329577,8.60E-17
J1452-5851,0.386642928,5.07E-14
J1452-6036,0.154992192,1.45E-15
J1453+1902,0.005792303,1.17E-20
J1453-6413,0.179486804,2.74E-15
J1454-5846,0.045248773,8.17E-19
J1455-3330,0.007987205,2.43E-20
J1456-6843,0.263376907,9.89E-17
J1457-5122,1.748307505,5.30E-15
J1457-5900,1.498637437,3.66E-15
J1457-5902,0.390739364,1.23E-14
J1459-6053,0.103150638,2.53E-14
J1501-0046,0.464036814,2.39E-16
J1501-5637,0.782948566,1.70E-16
J1502+4653,1.752508064,1.72E-16
J1502-5653,0.535504398,1.83E-15
J1502-5828,0.668105151,3.64E-14
J1502-6128,0.84210384,1.35E-15
J1502-6752,0.026744424,3.15E-19
J1503+2111,3.314001501,1.40E-16
J1504-5621,0.4129852,5.53E-15
J1504-5659,1.672372343,1.43E-15
J1506-5158,0.840738545,6.37E-15
J1507-4352,0.2867585,1.58E-15
J1507-5800,0.897254102,2.60E-16
J1507-6640,0.355656301,1.15E-15
J1509+5531,0.739681923,5.00E-15
J1509-5850,0.088924863,9.17E-15
J1509-6015,0.339038449,2.12E-15
J1510-4422,0.943871298,6.10E-16
J1511-5414,0.200383946,4.85E-16
J1511-5835,0.30151055,3.44E-16
J1512-5431,2.040531574,1.92E-15
J1512-5759,0.128698573,6.85E-15
J1513-2550,0.002119068,2.16E-20
J1513-5739,0.973458035,2.75E-14
J1513-5908,0.151581943,1.53E-12
J1513-5946,1.046117157,8.53E-15
J1513-6013,1.958737042,1.37E-15
J1514-4834,0.454840333,9.26E-16
J1514-4946,0.003589337,1.86E-20
J1514-5316,0.296279212,1.60E-18
J1514-5925,0.148797468,2.88E-15
J1515-5720,0.286648256,6.09E-15
J1517-4356,0.650836872,2.16E-16
J1517-4636,0.886612497,2.10E-15
J1518+0204A,0.005553593,4.12E-20
J1518+0204B,0.007946941,-3.33E-21
J1518+0204C,0.002483928,2.61E-20
J1518+4904,0.040934989,2.72E-20
J1518-0627,0.794996675,4.18E-16
J1518-3952,0.49919589,2.37E-16
J1518-5415,0.2149248,4.06E-17
J1519-5734,0.518757785,4.27E-15
J1519-6106,2.154307061,8.37E-15
J1519-6308,1.254051631,5.96E-15
J1522-5525,1.389604688,3.30E-15
J1522-5735,0.102135981,3.12E-14
J1522-5829,0.395354482,2.06E-15
J1523-3235,1.504834558,9.53E-16
J1524-5625,0.078218549,3.90E-14
J1524-5706,1.116174457,3.56E-13
J1524-5819,0.961042627,1.26E-13
J1525-5417,1.011694218,1.62E-14
J1525-5523,0.355156037,8.96E-18
J1525-5545,0.011359882,1.31E-19
J1525-5605,0.280348662,1.16E-16
J1526-5633,0.301887897,1.23E-16
J1527-3931,2.417605394,1.91E-14
J1527-5552,1.048718554,1.13E-14
J1528-3146,0.06082223,2.49E-19
J1528-4109,0.526556139,3.96E-16
J1528-5547,3.467301517,7.75E-15
J1528-5838,0.355686622,2.48E-14
J1529-3828,0.008486282,2.70E-20
J1529-5355,0.89126454,8.10E-16
J1529-5611,0.822248731,4.10E-15
J1530-5327,0.278958415,4.68E-15
J1530-6343,0.910319586,8.25E-16
J1531-4012,0.356849313,9.63E-17
J1531-5610,0.084206064,1.38E-14
J1532+2745,1.124835743,7.80E-16
J1532-5308,0.443824608,6.50E-17
J1534-4428,1.221425959,1.80E-16
J1534-5334,1.368882243,1.43E-15
J1534-5405,0.289688895,1.54E-15
J1535-4114,0.432866134,4.07E-15
J1535-4415,0.468401604,4.05E-17
J1535-5450,0.566734157,1.43E-14
J1535-5848,0.307177663,2.72E-15
J1536-3602,1.319759042,7.90E-16
J1536-4948,0.003079914,2.12E-20
J1536-5433,0.881438431,1.91E-15
J1536-5907,0.55784066,1.37E-15
J1537+1155,0.037904441,2.42E-18
J1537-4912,0.301310775,1.93E-15
J1537-5153,1.528124106,4.17E-15
J1537-5312,0.006927096,1.59E-20
J1537-5645,0.430464124,2.78E-15
J1538+2345,3.449384953,6.89E-15
J1538-5438,0.276726137,1.42E-15
J1538-5519,0.395730639,4.10E-17
J1538-5551,0.104675902,3.21E-15
J1538-5621,1.908494491,7.31E-15
J1538-5638,0.843980397,7.12E-15
J1538-5732,0.341212812,4.55E-15
J1538-5750,0.506568335,4.20E-17
J1539-4828,1.2728416,1.27E-15
J1539-5521,1.004958318,7.28E-16
J1539-5626,0.243395151,4.85E-15
J1539-6322,1.63084631,2.02E-16
J1540-5736,0.612916286,4.21E-16
J1541-5535,0.295837553,7.50E-14
J1542-5034,0.599248003,4.02E-15
J1542-5133,1.783864988,5.89E-16
J1542-5303,1.207567765,7.78E-14
J1543+0929,0.748448416,4.32E-16
J1543-0620,0.70906407,8.80E-16
J1543-5013,0.644255065,1.01E-14
J1543-5149,0.00205696,1.62E-20
J1543-5459,0.377137778,5.21E-14
J1544+4937,0.002159288,2.93E-21
J1544-0713,0.484129803,1.14E-15
J1544-5308,0.178553873,6.03E-17
J1545-4550,0.003575289,5.25E-20
J1546-5302,0.580839886,1.18E-14
J1547-0944,1.576924633,2.94E-15
J1547-5709,0.004291146,7.45E-21
J1547-5750,0.647197747,2.56E-17
J1547-5839,0.242190324,5.94E-16
J1548-4821,0.145654719,8.00E-19
J1548-4927,0.602738078,4.05E-15
J1548-5607,0.170937956,1.07E-14
J1549+2113,1.262471312,8.54E-16
J1549-4848,0.288354902,1.41E-14
J1549-5722,0.497772394,4.70E-17
J1550-5242,0.74965895,1.78E-14
J1550-5317,1.421124345,9.35E-16
J1550-5418,2.06983302,2.32E-11
J1551-4424,0.674060361,1.88E-16
J1551-5310,0.453447753,1.95E-13
J1551-6214,0.198838604,2.28E-17
J1552+5437,0.002427888,2.80E-21
J1552-4937,0.006284311,1.90E-20
J1553-5456,1.081347147,1.57E-14
J1554-5209,0.125229558,2.29E-15
J1554-5512,3.418039313,3.12E-14
J1555-0515,0.975409891,2.05E-15
J1555-2341,0.532577741,6.94E-16
J1555-2908,0.001787502,4.45E-20
J1555-3134,0.51810978,6.22E-17
J1556-5358,0.994680687,1.04E-14
J1557-4258,0.329186858,3.30E-16
J1557-5151,0.408154708,7.54E-17
J1558-5419,0.594575264,6.04E-15
J1558-5756,1.122341686,1.86E-13
J1559-4438,0.257056098,1.02E-15
J1559-5545,0.957266839,1.99E-14
J1600-3053,0.003597929,9.50E-21
J1600-5044,0.1926049,5.06E-15
J1600-5751,0.194455894,2.13E-15
J1600-5916,1.247666174,8.87E-16
J1601-5244,2.559356631,7.21E-16
J1601-5335,0.288479334,6.23E-14
J1602-4957,0.819990037,1.59E-14
J1602-5100,0.864286208,6.94E-14
J1603-2531,0.283071323,1.59E-15
J1603-2712,0.778313193,3.01E-15
J1603-3539,0.141908589,1.24E-16
J1603-5312,0.839220813,4.96E-14
J1603-5657,0.496077113,2.80E-15
J1603-7202,0.014841952,1.56E-20
J1604-3142,0.883890454,2.65E-17
J1604-4718,0.527465874,4.96E-15
J1604-4909,0.327418522,1.02E-15
J1604-7203,0.341402932,8.40E-17
J1605-5215,1.013608747,4.75E-15
J1605-5257,0.658013413,2.56E-16
J1607-0032,0.421816234,3.06E-16
J1607-5140,0.342722792,2.54E-15
J1607-6449,0.298116358,2.49E-17
J1609-1930,1.557917248,5.09E-16
J1609-4616,0.249608955,5.01E-16
J1609-5158,1.279402354,1.30E-14
J1610-1322,1.018392746,2.30E-16
J1610-5006,0.481118852,1.36E-14
J1610-5303,0.786468024,2.62E-15
J1611-4811,1.296850239,1.95E-15
J1611-4949,0.666437923,5.42E-16
J1611-5209,0.182494802,5.17E-15
J1611-5847,0.354550317,2.01E-18
J1612+2008,0.426645981,3.73E-17
J1612-2408,0.923833711,1.57E-15
J1612-5022,1.368282923,3.40E-17
J1612-5136,0.483310511,3.78E-15
J1612-5805,0.615520458,9.35E-16
J1613-4714,0.382376722,6.34E-16
J1613-5211,0.457501818,1.92E-14
J1613-5234,0.655220596,6.63E-15
J1614+0737,1.206801436,2.36E-15
J1614-2230,0.003150808,9.62E-21
J1614-3846,0.464106314,9.20E-16
J1614-3937,0.407292274,1.59E-16
J1614-5048,0.231693836,4.95E-13
J1614-5144,1.534008142,7.44E-15
J1614-5402,0.572592272,2.90E-17
J1615-2940,2.477567874,1.58E-15
J1615-4958,0.558257506,1.46E-15
J1615-5137,0.17928,1.06E-14
J1615-5444,0.360957675,3.38E-16
J1615-5537,0.791525716,2.00E-15
J1616-5017,0.491384122,4.66E-14
J1616-5109,1.219593882,1.91E-14
J1616-5208,1.025830893,2.89E-14
J1617-4216,3.42846631,1.81E-14
J1617-4608,0.567080222,1.65E-14
J1617-5055,0.069356847,1.35E-13
J1618-3921,0.011987309,5.41E-20
J1618-4624,0.005931367,3.10E-21
J1618-4723,0.203552878,1.99E-15
J1620-4927,0.171934652,1.05E-14
J1620-5414,1.156360288,6.74E-17
J1621-5039,1.084019944,1.30E-14
J1621-5243,0.371924139,7.68E-16
J1622-0315,0.003845429,1.16E-20
J1622-3751,0.731462723,2.57E-15
J1622-4332,0.916937523,1.56E-15
J1622-4347,0.457681471,5.05E-15
J1622-4802,0.265072236,3.07E-16
J1622-4845,0.735091648,1.10E-16
J1622-4944,1.072967894,1.71E-14
J1622-4950,4.327020261,2.78E-12
J1622-6617,0.023623445,5.88E-20
J1623-0841,0.503015006,1.96E-15
J1623-0908,1.27644582,2.58E-15
J1623-2631,0.011075751,6.71E-19
J1623-4256,0.364591498,1.01E-15
J1623-4949,0.725732155,4.21E-14
J1623-5005,0.085072146,4.16E-15
J1624+5850,0.651800819,3.31E-16
J1624+8643,0.395763022,2.55E-16
J1624-4041,0.167861145,4.72E-15
J1624-4411,0.233164076,7.99E-16
J1624-4613,0.871242606,6.07E-17
J1624-4721,0.448723249,4.15E-15
J1625-0021,0.002833614,2.13E-20
J1625-4048,2.355278193,4.43E-16
J1625-4904,0.460339492,1.68E-14
J1625-4913,0.355856263,6.65E-15
J1626-4537,0.370141128,8.28E-15
J1626-4807,0.293928189,1.75E-14
J1626-6621,0.450867766,7.66E-16
J1627+1419,0.49085673,3.93E-16
J1627-4706,0.140745806,1.73E-15
J1627-4845,0.61233065,3.64E-15
J1627-5547,0.352464213,7.38E-16
J1627-5936,0.354233941,8.00E-18
J1628+4406,0.18117849,1.94E-17
J1628-4804,0.865970963,1.24E-15
J1628-4828,4.137538524,1.75E-14
J1629-3636,2.988192686,7.00E-15
J1629-3825,0.526364586,4.44E-16
J1629-6902,0.006000603,1.00E-20
J1630+3550,0.003229156,2.09E-20
J1630+3734,0.003318112,1.08E-20
J1630-2609,1.912419751,1.57E-15
J1630-4719,0.559071333,1.42E-14
J1630-4733,0.575971412,2.23E-14
J1631-1612,0.677683912,1.10E-15
J1631-4155,0.551241254,8.81E-18
J1632-1013,0.717637328,6.60E-17
J1632-4509,1.046809877,1.49E-14
J1632-4621,1.709154495,7.60E-14
J1632-4757,0.228568673,1.51E-14
J1632-4818,0.813671986,6.49E-13
J1633-2009,0.935557045,1.07E-15
J1633-4453,0.436506697,6.20E-15
J1633-4805,0.710830079,7.69E-14
J1633-5015,0.352145404,3.79E-15
J1634-4229,2.015262997,8.01E-15
J1634-5107,0.507356003,1.57E-15
J1634-5640,0.224201191,4.10E-17
J1635+2332,1.208694246,8.63E-16
J1635+2418,0.490506513,1.19E-16
J1635-1511,1.179387039,2.32E-16
J1635-4513,1.59474555,3.60E-15
J1635-4944,0.671964199,8.79E-15
J1635-5954,0.529121257,1.37E-15
J1636-2614,0.510453756,4.06E-15
J1636-4440,0.206648509,4.67E-14
J1636-4803,1.204643889,2.07E-14
J1636-4933,0.430366558,1.51E-15
J1637-4335,0.77136654,3.62E-15
J1637-4450,0.252869847,5.75E-16
J1637-4553,0.118773346,3.19E-15
J1637-4642,0.154046599,5.93E-14
J1637-4721,1.165741387,4.44E-15
J1637-4816,0.837365302,5.83E-15
J1638+4005,0.767720392,1.83E-16
J1638-3815,0.698260601,7.70E-17
J1638-3951,0.77113024,5.90E-16
J1638-4233,0.510929369,1.01E-14
J1638-4344,1.121944194,2.50E-17
J1638-4417,0.117802006,1.61E-15
J1638-4608,0.278154768,5.15E-14
J1638-4725,0.763933478,4.79E-15
J1638-5226,0.340502709,2.65E-15
J1639-4359,0.587558978,1.50E-17
J1639-4604,0.264557926,2.89E-15
J1640+2224,0.003163316,2.82E-21
J1640-4631,0.206443048,9.76E-13
J1640-4648,0.178352043,8.06E-16
J1640-4715,0.517430025,4.21E-14
J1640-4951,0.739098946,3.34E-16
J1641+3627A,0.010377509,-7.27E-20
J1641+3627B,0.003528072,-1.49E-22
J1641+3627C,0.003722082,1.23E-21
J1641+3627D,0.003118289,-2.35E-20
J1641+3627E,0.002486982,1.74E-20
J1641+3627F,0.003003501,1.40E-20
J1641+8049,0.002021179,8.95E-21
J1641-2347,1.09100843,4.11E-17
J1641-5317,0.175106268,3.70E-15
J1643+1338,1.099047163,7.78E-16
J1643-1224,0.004621642,1.85E-20
J1643-4505,0.237390393,3.18E-14
J1643-4522,1.347899473,8.28E-15
J1643-4550,0.71750809,3.00E-14
J1644-4559,0.455078202,2.01E-14
J1644-4657,0.125962232,7.50E-16
J1645+1012,0.410860719,8.13E-17
J1645-0317,0.387689698,1.78E-15
J1646-1910,4.81773583,1.00E-14
J1646-4308,0.840679981,1.10E-16
J1646-4346,0.231603329,1.13E-13
J1646-5123,0.530075207,2.10E-15
J1646-6831,1.785613305,1.70E-15
J1647+6608,1.599798375,7.84E-15
J1647-3607,0.212316409,1.29E-16
J1647-4552,10.61065628,8.33E-13
J1648-3256,0.719454779,3.53E-15
J1648-4458,0.629631536,1.85E-15
J1648-4611,0.164957688,2.37E-14
J1648-6044,0.583764997,4.29E-16
J1649+2533,1.015257392,5.59E-16
J1649-3012,0.003424423,1.33E-20
J1649-3805,0.262025693,3.67E-17
J1649-3935,0.770909761,3.91E-17
J1649-4349,0.870711559,4.40E-17
J1649-4653,0.557036197,4.96E-14
J1649-4729,0.2976922,6.55E-15
J1649-5553,0.613570704,1.70E-15
J1650-1654,1.749551746,3.20E-15
J1650-4126,0.308917679,1.98E-17
J1650-4341,0.309398366,1.67E-17
J1650-4502,0.380869799,1.61E-14
J1650-4601,0.127122893,1.51E-14
J1650-4921,0.156399739,1.82E-15
J1651-1709,0.973393692,3.04E-15
J1651-4246,0.844080632,4.75E-15
J1651-4519,0.517443204,8.19E-15
J1651-5222,0.635058175,1.81E-15
J1651-5255,0.89053651,2.12E-15
J1651-7642,1.75531108,1.36E-15
J1652+2651,0.915803497,6.54E-16
J1652-1400,0.305447058,1.76E-17
J1652-2404,1.703739138,3.16E-15
J1652-4406,7.707183007,9.50E-15
J1653-0158,0.001967682,2.40E-21
J1653-2054,0.004129145,1.12E-20
J1653-3838,0.305037319,2.79E-15
J1653-4030,1.019371557,4.36E-16
J1653-4105,0.498978066,5.41E-17
J1653-4249,0.612558241,4.81E-15
J1653-4315,0.419279741,1.50E-17
J1653-4854,3.059509602,3.45E-15
J1654-2713,0.791822442,1.68E-16
J1654-3710,0.939165479,7.35E-16
J1654-4140,1.273945126,1.30E-16
J1654-4245,1.101554693,5.12E-14
J1655-3048,0.542935874,3.66E-17
J1655-3844,1.193439199,2.00E-15
J1656+6203,0.776155311,8.44E-16
J1656-3621,0.730133707,1.28E-15
J1657+3304,1.570275525,1.73E-15
J1657-4432,0.609607142,8.21E-15
J1658+3630,0.033027982,1.16E-19
J1658-4306,1.166449004,4.28E-14
J1658-4958,0.41687377,3.86E-15
J1658-5324,0.002439296,1.12E-20
J1659-1305,0.6409582,6.18E-16
J1659-4316,0.474381435,1.71E-16
J1659-4439,0.353293033,2.50E-17
J1700-0954,0.817311602,7.52E-16
J1700-3312,1.358307011,4.71E-15
J1700-3611,1.494090615,4.32E-15
J1700-3919,0.560503533,5.03E-18
J1700-4012,0.283791854,9.91E-17
J1700-4422,0.75553541,4.00E-17
J1700-4939,0.578363439,1.08E-15
J1701-3006A,0.005241566,-1.30E-19
J1701-3006B,0.003593852,-3.48E-19
J1701-3006C,0.007612849,-6.41E-20
J1701-3006D,0.00341777,1.26E-19
J1701-3006E,0.003233737,3.10E-19
J1701-3006F,0.002294727,2.22E-19
J1701-3130,0.291341471,5.60E-17
J1701-3726,2.454618043,1.11E-14
J1701-4533,0.322908567,5.19E-16
J1701-4958,0.804304237,1.10E-16
J1702-3932,0.390327977,3.78E-16
J1702-4128,0.182135803,5.23E-14
J1702-4217,0.227564958,1.14E-17
J1702-4306,0.215508473,9.78E-15
J1702-4310,0.240523865,2.24E-13
J1702-4428,2.123505704,3.30E-15
J1703-1846,0.804341079,1.73E-15
J1703-3241,1.211785095,6.60E-16
J1703-4442,1.747293489,1.43E-14
J1703-4851,1.396404984,5.07E-15
J1704-3756,0.30523445,1.13E-14
J1704-5236,0.230708492,5.20E-17
J1704-6016,0.306323025,9.10E-16
J1705-1906,0.298987427,4.14E-15
J1705-3423,0.255426776,1.08E-15
J1705-3936,0.854481664,1.93E-14
J1705-3950,0.318941483,6.06E-14
J1705-4108,0.861067407,3.47E-14
J1705-4331,0.222561103,7.12E-17
J1705-6135,0.808546089,6.00E-17
J1706-3839,0.586287401,3.00E-15
J1706-4310,0.616979044,6.51E-15
J1706-4434,0.429922423,2.58E-15
J1706-6118,0.361921325,2.92E-16
J1707-4053,0.581017696,1.92E-15
J1707-4341,0.890594496,5.70E-15
J1707-4417,5.763777003,1.17E-14
J1707-4729,0.266473637,1.56E-15
J1708-3426,0.692115696,4.21E-15
J1708-3506,0.004505159,1.14E-20
J1708-3641,0.587566794,1.35E-16
J1708-3827,1.225781996,8.60E-15
J1708-4008,11.0062624,1.96E-11
J1708-4522,1.297836838,2.61E-15
J1708-7539,1.191023997,1.88E-15
J1709+2313,0.004631196,3.63E-21
J1709-1640,0.653053971,6.31E-15
J1709-3626,0.44785706,2.27E-15
J1709-3841,0.586986163,7.86E-15
J1709-4342,1.735898235,8.00E-16
J1709-4401,0.865235334,7.37E-15
J1709-4429,0.102459246,9.30E-14
J1710+4923,0.003220228,1.82E-20
J1710-2616,0.954158007,2.00E-17
J1710-4148,0.286561229,1.02E-16
J1711-1509,0.868804249,1.10E-15
J1711-3826,0.465364646,7.41E-15
J1711-4322,0.102618288,2.67E-17
J1711-5350,0.899232735,1.55E-14
J1712-2715,0.25535966,1.28E-15
J1713+0747,0.004570137,8.53E-21
J1713+7810,0.432525935,1.14E-16
J1713-3844,1.600114042,1.77E-13
J1714-1054,0.696278743,5.88E-17
J1714-3810,3.824936,5.88E-11
J1715-3247,1.260214059,9.20E-17
J1715-3700,0.779628114,1.46E-16
J1715-3859,0.928107508,4.40E-15
J1715-3903,0.278493947,3.74E-14
J1715-4034,2.072154598,3.03E-15
J1715-4254,0.573745359,8.76E-16
J1716-3720,0.630313713,1.80E-14
J1716-4005,0.311812765,2.87E-15
J1716-4111,1.036067273,2.88E-15
J1716-4711,0.555824216,8.33E-16
J1717+4308A,0.003159721,6.11E-20
J1717-3425,0.656299231,9.80E-15
J1717-3737,0.682418627,5.29E-15
J1717-3847,1.149498918,8.20E-16
J1717-3953,1.085520615,3.30E-17
J1717-4043,0.397857447,1.22E-14
J1717-40435,0.349928508,1.75E-15
J1717-4054,0.887719456,3.70E-15
J1717-5800,0.321793347,1.96E-16
J1718-3714,1.289378778,2.62E-14
J1718-3718,3.378574253,1.61E-12
J1718-3825,0.074669921,1.32E-14
J1718-4539,0.590472788,7.51E-15
J1719-1438,0.005790152,8.04E-21
J1719-2330,0.453992694,2.19E-15
J1719-3458,0.493774734,1.49E-17
J1719-4006,0.189094493,1.67E-15
J1719-4302,0.2354752,3.92E-16
J1720+2150,1.61566378,7.40E-16
J1720-0212,0.477715344,8.28E-17
J1720-1633,1.565601148,5.80E-15
J1720-2446,0.874264572,5.93E-16
J1720-2933,0.620448365,7.46E-16
J1720-3659,0.351124634,3.27E-17
J1721-1936,1.004037457,1.62E-15
J1721-1939,0.404039751,1.28E-16
J1721-2457,0.003496634,5.54E-21
J1721-3532,0.280423859,2.52E-14
J1722-3207,0.477157948,6.45E-16
J1722-3632,0.399183352,4.46E-15
J1722-3712,0.236179743,1.09E-14
J1722-4400,0.218554096,3.74E-16
J1723-2837,0.001855733,7.54E-21
J1723-2852,0.625033913,9.00E-16
J1723-3659,0.202724899,8.03E-15
J1724-3149,0.948236974,7.25E-15
J1724-3505,1.221707692,2.11E-14
J1724-4500,1.309108787,3.51E-15
J1725-0732,0.239919487,4.30E-16
J1725-2852,1.257787625,1.99E-15
J1725-3546,1.032471199,1.50E-14
J1725-3848,2.062386258,2.30E-14
J1725-3853,0.004791823,5.00E-20
J1725-4043,1.465071375,2.79E-15
J1726-3530,1.110132444,1.22E-12
J1726-3635,0.287431567,1.44E-15
J1726-4006,0.882778266,3.33E-15
J1727-2739,1.293099946,1.07E-15
J1727-2946,0.027083183,2.46E-19
J1727-2951,0.028404953,3.10E-19
J1728-0007,0.386003724,1.12E-15
J1728-3733,0.615538243,7.20E-17
J1728-4028,0.866342509,2.33E-16
J1729-2117,0.066292899,1.72E-19
J1730-2304,0.008122798,2.02E-20
J1730-2900,1.538426726,8.85E-15
J1730-3350,0.139460211,8.48E-14
J1730-3353,3.270241803,2.20E-14
J1731-1847,0.00234456,2.54E-20
J1731-3123,0.753047989,1.68E-15
J1731-3322,0.544670547,2.81E-14
J1731-4744,0.829828785,1.64E-13
J1732-1930,0.483769998,1.82E-16
J1732-3131,0.196543155,2.80E-14
J1732-3426,0.332886679,4.02E-16
J1732-3729,2.184001347,1.30E-15
J1732-4128,0.627980684,1.28E-14
J1732-4156,0.323434056,6.61E-16
J1732-5049,0.00531255,1.42E-20
J1733-2228,0.871682833,4.27E-17
J1733-2533,0.659794142,2.10E-15
J1733-2837,0.768184557,1.11E-15
J1733-3030,0.362051963,1.65E-15
J1733-3322,1.245914634,4.10E-15
J1733-3716,0.337595,1.50E-14
J1733-4005,0.561778329,3.62E-15
J1733-5515,1.011233535,4.00E-16
J1734-0212,0.839394325,4.21E-16
J1734-2415,0.61252374,1.05E-15
J1734-2859,0.301455878,8.00E-18
J1734-3058,0.541285681,1.62E-17
J1734-3333,1.169340685,2.28E-12
J1735+6320,0.510718135,3.23E-16
J1735-0243,0.782886977,6.32E-16
J1735-0724,0.419334966,1.21E-15
J1735-3258,0.350971731,2.60E-14
J1736-2457,2.642223439,3.43E-15
J1736-2819,1.59241948,1.49E-14
J1736-2843,6.445036086,3.00E-14
J1736-3422,0.347222222,6.56E-14
J1736-3511,0.502802783,1.57E-15
J1737-0314A,0.001979976,9.56E-20
J1737-0811,0.004175017,7.93E-21
J1737-3102,0.768672273,3.73E-14
J1737-3137,0.45043237,1.39E-13
J1737-3320,0.81627308,2.25E-15
J1737-3555,0.397584746,6.12E-15
J1738+0333,0.005850096,2.41E-20
J1738-2330,1.978847432,8.56E-15
J1738-2647,0.349590991,3.15E-15
J1738-2736,0.627715518,4.62E-15
J1738-2955,0.443425288,8.20E-14
J1738-3107,0.549497698,2.96E-16
J1738-3211,0.768498945,7.95E-16
J1738-3316,0.730372511,8.86E-17
J1739+0612,0.234169036,1.56E-16
J1739-1313,1.215697614,8.17E-17
J1739-2521,1.818461193,2.40E-16
J1739-2903,0.322886477,7.87E-15
J1739-3023,0.114371728,1.14E-14
J1739-3049,0.239317178,2.18E-15
J1739-3131,0.529440988,1.86E-14
J1739-3159,0.877561237,1.97E-16
J1739-3951,0.341772477,1.99E-17
J1740+1000,0.154087174,2.15E-14
J1740+1311,0.803050265,1.45E-15
J1740-2540,1.69265634,1.85E-15
J1740-3015,0.606886624,4.66E-13
J1740-3052,0.570313412,2.55E-14
J1740-3327,0.515000656,3.90E-15
J1740-5340A,0.003650329,1.68E-19
J1741+1351,0.003747155,3.02E-20
J1741+2758,1.360737688,1.84E-15
J1741+3855,0.82886089,2.06E-16
J1741-0840,2.043082458,2.27E-15
J1741-2019,3.904506361,1.63E-14
J1741-2054,0.413700121,1.70E-14
J1741-2719,0.346796929,8.06E-17
J1741-2733,0.89295867,1.48E-16
J1741-2945,0.223557829,6.34E-16
J1741-3016,1.893748694,8.99E-15
J1741-3927,0.512212355,1.71E-15
J1742-3321,0.143266476,1.27E-15
J1742-3957,1.016349195,8.16E-17
J1742-4616,0.412401047,3.38E-17
J1743-0339,0.444645107,1.56E-15
J1743-1351,0.405336949,4.78E-16
J1743-2442,1.242508309,4.72E-16
J1743-3150,2.414652315,1.21E-13
J1743-3153,0.1931054,1.06E-14
J1743-4212,0.306166988,7.83E-16
J1744-1134,0.004074546,8.93E-21
J1744-1610,1.757205869,2.38E-15
J1744-2335,1.683506689,8.33E-16
J1744-3130,1.066060871,2.12E-14
J1744-3922,0.172444361,1.55E-18
J1744-5337,0.355665849,1.90E-16
J1744-7619,0.004687524,9.68E-21
J1745+1017,0.00265213,2.73E-21
J1745+1252,1.059848758,5.63E-16
J1745-0129,1.045406856,6.31E-16
J1745-0952,0.019376303,9.25E-20
J1745-2229,1.160592538,2.86E-15
J1745-2758,0.487527998,4.42E-18
J1745-2900,3.76373308,1.76E-11
J1745-3040,0.367433725,1.07E-14
J1745-3812,0.698352864,2.43E-15
J1746+2245,3.465037783,4.92E-15
J1746+2540,1.05814817,1.05E-15
J1746-2849,1.478480373,1.27E-14
J1746-2850,1.077101491,1.34E-12
J1746-2856,0.945224316,1.25E-14
J1746-3239,0.19954136,6.56E-15
J1747-1030,1.578792889,4.30E-16
J1747-2647,0.500254454,1.32E-14
J1747-2802,2.780079198,2.37E-15
J1747-2809,0.052152855,1.56E-13
J1747-2958,0.098813976,6.13E-14
J1747-4036,0.00164561,1.31E-20
J1748-1300,0.394133347,1.21E-15
J1748-2021A,0.288602792,3.99E-16
J1748-2021B,0.016760127,-3.29E-19
J1748-2021C,0.006226933,-5.98E-20
J1748-2021D,0.01349582,5.87E-19
J1748-2021E,0.016264003,3.12E-19
J1748-2021F,0.003793629,-1.05E-20
J1748-2444,0.442838499,1.11E-16
J1748-2446A,0.011563148,-3.40E-20
J1748-2446C,0.008436095,-6.06E-19
J1748-2446ad,0.001395955,0
J1748-2446aj,0.00295891,1.41E-19
J1748-2446ak,0.001890107,8.85E-20
J1748-2446an,0.004802338,1.56E-19
J1748-244am,0.00293382,-1.37E-19
J1748-3009,0.009683961,-3.58E-20
J1749+5952,0.436040951,1.52E-16
J1749-2146,2.714555561,7.08E-15
J1749-2347,0.874485882,2.42E-15
J1749-2629,1.335387791,1.72E-15
